dstport,protocol,tag
34558,pgm,email
337,hopopt,email
13688,vmtp,sv_P4
45129,wsn,sv_P3
3506,nvp-ii,sv_P4
9500,pup,sv_P3
29109,emcon,sv_P4
37533,udp,sv_P2
40941,dccp,sv_P3
29326,aggfrag,sv_P4
17831,fc,sv_P3
34351,hmp,sv_P4
7070,vines,sv_P1
14398,ipcv,sv_P2
22531,nsh,sv_P4
24335,,sv_P2
21005,ptp,sv_P4
62877,gre,sv_P3
65382,idpr,sv_P3
25169,ipv4,sv_P1
23451,ah,sv_P3
58650,idpr,email
20062,,sv_P3
3261,min-ipv4,sv_P4
17993,bbn-rcc-mon,sv_P1
51920,tcp,sv_P3
9675,hopopt,sv_P5
35850,ax.25,sv_P2
12536,pup,sv_P2
63575,isis over ipv4,sv_P4
20477,xtp,sv_P4
61129,ipv6-frag,sv_P4
34719,visa,sv_P2
3789,wsn,sv_P1
12370,visa,sv_P4
7711,fire,sv_P3
5844,pnni,sv_P3
37077,ah,sv_P2
56633,hip,sv_P3
32063,crudp,sv_P2
60835,vines,sv_P1
17702,sat-mon,sv_P2
53337,merit-inp,sv_P4
46181,cpnx,email
62975,sat-expak,sv_P2
45411,emcon,sv_P1
61736,leaf-2,sv_P2
43455,sprite-rpc,email
62213,ipv4,sv_P3
26021,br-sat-mon,sv_P3
29614,idrp,sv_P2
19459,srp,sv_P4
37174,crtp,sv_P5
56130,hopopt,sv_P3
21577,encap,sv_P4
17793,hip,sv_P1
8228,cftp,sv_P2
9586,emcon,sv_P4
53414,hip,email
58453,wb-expak,sv_P3
1237,ipv6-nonxt,email
32068,mobility header,sv_P3
13997,srp,sv_P4
63057,aris,email
22845,iso-ip,sv_P3
54994,mtp,sv_P4
21260,nsfnet-igp,sv_P5
53359,chaos,sv_P3
51113,etherip,sv_P1
46544,dgp,sv_P3
21206,leaf-1,sv_P5
14221,leaf-2,sv_P3
62519,ospfigp,sv_P3
57428,ipv6-frag,email
64310,irtp,sv_P3
40815,merit-inp,sv_P4
7527,nsh,sv_P4
49153,crudp,sv_P2
21989,sat-mon,sv_P1
63707,scps,email
51683,,sv_P4
44738,cpnx,sv_P5
49672,cpnx,sv_P2
39836,hmp,email
22019,dccp,sv_P3
44431,idrp,sv_P4
50790,manet,sv_P3
5361,fire,sv_P1
7178,cpnx,sv_P1
56620,wsn,sv_P4
45061,swipe (deprecated),sv_P1
37660,mpls-in-ip,email
46623,rsvp-e2e-ignore,sv_P5
54232,ipv6-route,sv_P4
21751,l2tp,sv_P2
32592,ddx,email
56941,ggp,sv_P4
36293,ddx,sv_P3
52678,gre,sv_P1
9628,br-sat-mon,email
22541,tcf,sv_P5
16450,tp++,sv_P5
40274,scps,sv_P3
39977,ippc,sv_P4
508,secure-vmtp,sv_P5
31538,pvp,sv_P1
42640,emcon,sv_P1
12133,hip,sv_P1
913,cbt,email
30895,st,sv_P3
1355,pnni,sv_P5
13035,larp,sv_P2
14130,shim6,sv_P3
11305,ippc,sv_P2
24678,ipv6-icmp,sv_P4
11582,xnet,sv_P3
39795,idpr-cmtp,sv_P1
59652,,sv_P5
4183,trunk-2,email
48692,merit-inp,email
55537,gre,sv_P5
42933,cphb,sv_P4
24469,prm,sv_P1
4436,ddx,sv_P3
62713,trunk-1,sv_P4
61511,ipv6-frag,sv_P4
10253,nsfnet-igp,email
28385,udp,sv_P5
30692,micp (deprecated),sv_P2
62831,vrrp,email
15764,micp (deprecated),sv_P2
45286,ipcv,sv_P2
3421,min-ipv4,sv_P1
14401,etherip,sv_P2
35281,trunk-2,sv_P4
26438,ah,sv_P5
10409,,sv_P4
59595,ethernet,email
14775,pvp,sv_P1
20711,l2tp,sv_P1
50835,vrrp,email
25678,ipv6-icmp,sv_P2
53737,trunk-1,sv_P5
35908,gre,sv_P5
13494,pup,sv_P5
3232,dccp,sv_P5
23973,ddx,sv_P1
62480,xtp,email
41816,bna,sv_P5
31735,narp,sv_P4
3478,ifmp,sv_P2
51763,isis over ipv4,email
24046,iso-ip,sv_P2
31971,etherip,sv_P3
51060,dccp,sv_P4
43739,icmp,email
36804,gmtp,sv_P5
34632,argus (deprecated),sv_P5
42249,isis over ipv4,email
1161,encap,sv_P3
17632,sprite-rpc,email
53780,chaos,sv_P3
38614,sat-expak,sv_P1
36397,mobility header,sv_P3
860,mpls-in-ip,sv_P5
58147,ipv6-opts,sv_P3
52970,tcf,email
30456,bbn-rcc-mon,sv_P4
21671,netblt,sv_P5
4909,hmp,sv_P1
25650,ipv6-frag,sv_P3
8724,tlsp,sv_P5
58674,ddx,sv_P3
47223,udp,email
40082,tcp,sv_P2
42904,hopopt,sv_P2
3431,pvp,email
47250,visa,sv_P2
58355,skip,sv_P3
26463,manet,sv_P2
61956,,sv_P3
31113,i-nlsp,email
21544,cbt,sv_P3
46925,,email
37136,uti,sv_P3
21418,leaf-1,sv_P3
39529,iptm,sv_P3
55354,3pc,sv_P4
18428,pnni,sv_P1
10678,cbt,sv_P2
39604,udp,sv_P2
101,ipv6,sv_P1
42684,etherip,sv_P3
30283,bbn-rcc-mon,email
43916,encap,sv_P5
1711,etherip,sv_P3
63271,aggfrag,sv_P4
16202,kryptolan,sv_P3
27476,pgm,email
55163,esp,sv_P1
49143,rsvp-e2e-ignore,sv_P5
58629,a/n,email
34373,mfe-nsp,sv_P5
55672,mfe-nsp,sv_P3
22666,etherip,sv_P3
55526,min-ipv4,sv_P5
3646,ipv6-nonxt,email
19311,qnx,sv_P4
20081,vrrp,sv_P1
6983,,sv_P5
14958,tcf,sv_P5
42535,br-sat-mon,sv_P3
21775,,sv_P4
49698,ptp,sv_P1
50715,rvd,sv_P3
45149,isis over ipv4,email
34067,sat-expak,sv_P2
53405,ggp,sv_P2
16964,encap,email
18960,cphb,email
8883,sprite-rpc,sv_P1
2598,crtp,email
46738,pipe,sv_P5
30412,secure-vmtp,sv_P1
36164,esp,sv_P3
6977,manet,sv_P3
60649,wb-expak,sv_P3
45807,vrrp,sv_P1
10841,iptm,sv_P4
3476,eigrp,sv_P4
8878,kryptolan,sv_P5
49402,dccp,sv_P4
45585,udp,sv_P4
44735,iatp,sv_P5
37961,ipv6-route,sv_P2
45249,micp (deprecated),sv_P1
18824,,sv_P2
43143,secure-vmtp,sv_P4
21714,sdrp,sv_P5
48898,dgp,sv_P4
51297,nsfnet-igp,sv_P5
29806,rsvp,sv_P5
53876,br-sat-mon,sv_P4
46242,udplite,sv_P4
61359,nvp-ii,sv_P1
34997,rsvp,sv_P2
54893,iptm,email
4828,pnni,email
53842,mobility header,email
26959,xnet,sv_P5
3560,icmp,sv_P4
25163,dgp,email
28320,tcp,email
54341,ipv6-route,sv_P2
743,sscopmce,sv_P3
43277,vrrp,sv_P3
54834,iatp,sv_P5
18575,rsvp,sv_P4
24884,pgm,sv_P5
56778,ipip,sv_P1
6709,hopopt,sv_P3
39481,sprite-rpc,sv_P3
16452,ipv6-icmp,sv_P2
58576,dsr,sv_P3
40559,gmtp,email
60285,netblt,email
24896,cpnx,sv_P5
38309,vmtp,sv_P4
9080,ethernet,email
34561,,sv_P1
24861,tcp,sv_P5
46242,crtp,sv_P4
41781,idpr-cmtp,sv_P3
62794,smp,sv_P3
22512,leaf-2,email
41676,nsfnet-igp,sv_P3
43836,scps,sv_P4
30074,ipv6-opts,email
33163,pnni,email
44599,kryptolan,email
59233,secure-vmtp,email
55858,ipv6,sv_P5
16287,ifmp,sv_P2
55765,scc-sp,sv_P1
57500,ipcv,sv_P5
9360,hmp,sv_P5
15395,pgm,email
42925,tcp,sv_P1
62844,ipv6-nonxt,sv_P2
51661,sat-expak,sv_P3
13719,,sv_P2
1124,esp,sv_P4
24988,st,sv_P3
62479,xtp,email
64050,prm,sv_P3
16153,ipv6-route,sv_P4
24105,rsvp-e2e-ignore,email
14201,egp,sv_P1
54060,snp,email
25778,udplite,sv_P1
22632,ggp,sv_P4
39272,sun-nd,sv_P2
41715,isis over ipv4,sv_P4
13494,ipv6-opts,sv_P2
36970,,sv_P1
27642,cftp,sv_P2
52624,ipv6-opts,sv_P1
65515,mtp,sv_P5
27845,egp,sv_P1
3626,prm,sv_P5
49875,gmtp,sv_P2
36499,ethernet,sv_P5
8280,pvp,sv_P4
15191,narp,sv_P5
63494,shim6,sv_P3
22031,ptp,email
35706,ipx-in-ip,sv_P3
55983,eigrp,sv_P1
45932,wb-expak,sv_P5
59532,hip,sv_P2
51395,trunk-1,sv_P3
8853,xns-idp,sv_P2
52256,rsvp-e2e-ignore,sv_P5
24970,,sv_P2
41728,trunk-2,sv_P2
841,visa,email
13850,tp++,sv_P4
64905,xtp,sv_P2
24461,pnni,sv_P4
32099,idrp,email
38539,nsh,sv_P4
19487,egp,email
57417,il,sv_P4
45329,ipv6-route,sv_P3
31653,il,sv_P1
54102,gre,sv_P3
42038,sctp,sv_P3
21365,ddp,sv_P2
38894,narp,sv_P3
20265,ddx,email
46941,,sv_P4
16941,sps,email
57088,iplt,sv_P1
24273,esp,sv_P2
9994,merit-inp,email
12301,,sv_P5
15991,pgm,sv_P3
48161,ax.25,sv_P4
27813,rohc,sv_P3
4495,manet,sv_P4
59262,ifmp,email
29538,isis over ipv4,sv_P2
104,rdp,sv_P2
57528,chaos,sv_P4
49694,hip,sv_P4
51862,dgp,sv_P1
22134,bbn-rcc-mon,sv_P1
48826,3pc,email
4657,bna,sv_P2
58626,pgm,email
47063,min-ipv4,sv_P5
45075,manet,sv_P1
18617,cpnx,sv_P3
39788,wesp,sv_P4
26998,bbn-rcc-mon,sv_P4
441,fc,sv_P3
3190,vrrp,sv_P5
65523,sun-nd,sv_P5
44969,br-sat-mon,sv_P3
25374,dsr,sv_P1
10180,sm (deprecated),sv_P2
21538,sdrp,sv_P4
62785,merit-inp,sv_P2
31357,cftp,sv_P3
30770,rvd,sv_P1
51774,sscopmce,email
52099,ipv6-nonxt,sv_P4
48558,chaos,sv_P5
5094,netblt,email
44885,a/n,sv_P3
47727,mtp,sv_P1
2940,srp,sv_P1
33849,encap,email
62886,ptp,email
5468,sprite-rpc,sv_P3
26822,nsfnet-igp,sv_P3
24013,hmp,email
3257,nsfnet-igp,sv_P5
44927,iso-tp4,sv_P1
65324,cphb,sv_P2
47628,ipcv,sv_P2
56365,igp,sv_P2
57188,qnx,sv_P2
30986,srp,sv_P2
52036,scc-sp,sv_P3
14719,sat-mon,sv_P1
2515,ax.25,sv_P5
55061,ipv6-route,email
51480,icmp,sv_P1
32310,crudp,email
25258,tcp,sv_P5
8894,rsvp,sv_P4
61553,xnet,sv_P3
57034,nsh,email
21907,hopopt,sv_P4
58200,stp,sv_P3
11109,isis over ipv4,sv_P1
41910,st,sv_P5
59170,aris,sv_P1
61746,idpr,sv_P4
19559,dgp,email
32957,il,sv_P3
37203,wesp,sv_P3
45597,tlsp,email
9102,visa,sv_P2
57367,larp,sv_P4
6977,sctp,sv_P2
44549,vines,sv_P4
57056,mtp,sv_P5
22164,l2tp,sv_P3
6255,sps,sv_P3
9616,ddp,email
19620,fire,email
46038,mfe-nsp,sv_P3
39950,fc,email
21416,ptp,email
56135,hopopt,sv_P3
45074,vmtp,sv_P5
10634,dcn-meas,sv_P1
6532,,sv_P5
58036,mtp,sv_P4
47821,iso-tp4,sv_P3
12970,scc-sp,sv_P1
17473,merit-inp,sv_P2
42181,mpls-in-ip,sv_P1
27981,rvd,email
23527,tcf,sv_P2
53165,il,sv_P3
19306,ah,sv_P5
1364,mtp,email
34597,igmp,sv_P5
16299,shim6,sv_P3
58407,,sv_P4
17406,ipv4,sv_P3
25849,xnet,sv_P2
48780,crtp,sv_P1
6634,cbt,email
34377,ipv6-icmp,email
33428,aris,sv_P3
22235,iso-tp4,sv_P2
22528,igp,sv_P2
21526,leaf-2,sv_P4
21397,hip,email
48293,cphb,sv_P1
52619,sctp,sv_P3
28787,leaf-2,sv_P4
58470,rdp,sv_P5
37067,sun-nd,sv_P3
19974,visa,email
47974,uti,sv_P3
37001,smp,email
29824,isis over ipv4,sv_P5
59649,tcp,sv_P2
2393,ipcomp,sv_P2
46696,sscopmce,sv_P2
64941,sat-expak,sv_P1
10684,icmp,sv_P2
54133,ah,sv_P4
2482,mobility header,sv_P3
30471,vrrp,sv_P2
36554,dgp,sv_P2
28458,qnx,sv_P1
15142,mtp,sv_P5
3063,sps,sv_P1
8200,iptm,sv_P2
8290,leaf-2,sv_P5
2606,rsvp,sv_P1
62314,sm (deprecated),sv_P4
46072,rdp,sv_P2
7999,skip,sv_P1
53751,netblt,sv_P4
36546,ethernet,sv_P1
3314,crtp,sv_P1
64985,wb-mon,sv_P2
47201,kryptolan,sv_P4
42379,smp,sv_P1
31108,sprite-rpc,sv_P3
64172,hip,email
19910,idpr,sv_P2
12222,encap,email
12896,crtp,sv_P3
8124,sps,sv_P2
29851,ddp,sv_P3
4932,mfe-nsp,email
44357,l2tp,sv_P4
7755,sps,email
26857,i-nlsp,sv_P4
32056,,sv_P2
34094,vines,sv_P1
5406,ipx-in-ip,sv_P5
49362,iso-ip,sv_P1
15852,argus (deprecated),sv_P1
54342,skip,sv_P2
14386,eigrp,sv_P4
62906,sun-nd,sv_P1
28292,compaq-peer,sv_P3
59281,smp,sv_P3
18238,nsfnet-igp,sv_P2
266,argus (deprecated),sv_P5
34268,narp,sv_P5
57261,mpls-in-ip,sv_P5
7934,sctp,sv_P4
23694,qnx,sv_P3
30262,tp++,sv_P4
17217,st,sv_P3
50156,ippc,sv_P1
18686,srp,sv_P3
21700,a/n,email
40580,mpls-in-ip,sv_P4
9148,bbn-rcc-mon,sv_P5
64852,sun-nd,sv_P2
57288,compaq-peer,email
38227,pup,sv_P4
49641,iso-ip,sv_P3
50069,ipv6-route,sv_P3
7320,ipv6-route,sv_P1
6814,xtp,sv_P3
40548,mfe-nsp,sv_P4
3482,emcon,sv_P2
64319,iplt,email
18712,bna,sv_P5
8849,icmp,sv_P1
20881,rvd,sv_P2
63956,sprite-rpc,sv_P3
60421,ah,sv_P1
15991,crudp,sv_P3
15830,sat-expak,sv_P3
7623,compaq-peer,sv_P4
41373,pim,sv_P4
32430,manet,sv_P2
30345,secure-vmtp,sv_P4
40624,dcn-meas,sv_P3
14395,crudp,sv_P2
19385,argus (deprecated),email
37722,hopopt,email
42419,rdp,sv_P4
64098,pgm,sv_P1
2578,pim,sv_P2
43381,gre,email
5705,iatp,sv_P4
64232,ipv6-frag,sv_P2
59102,cbt,sv_P5
23789,dccp,sv_P4
48787,ipv6-icmp,sv_P4
64351,ifmp,sv_P5
18093,st,sv_P4
2467,igmp,email
63747,l2tp,email
43474,xns-idp,sv_P2
50606,aggfrag,sv_P4
40191,iatp,sv_P4
39500,ddx,sv_P4
48536,st,sv_P1
13293,mpls-in-ip,sv_P4
55336,iplt,sv_P2
21899,sscopmce,sv_P3
59805,sdrp,sv_P4
37865,gre,sv_P4
53283,ospfigp,email
62908,udp,sv_P3
61855,trunk-2,sv_P3
19205,il,email
31506,eigrp,sv_P4
22810,iatp,email
33220,kryptolan,sv_P4
37589,,sv_P3
14043,shim6,sv_P3
64338,sps,sv_P3
7274,crudp,sv_P4
19350,dccp,sv_P3
23136,sprite-rpc,sv_P3
8549,leaf-1,sv_P3
13660,wesp,sv_P4
6050,sat-expak,sv_P4
63278,ddp,sv_P3
32553,smp,sv_P4
53885,,sv_P5
41626,,sv_P3
44833,mfe-nsp,sv_P4
10562,aggfrag,sv_P1
38683,l2tp,email
51251,shim6,sv_P1
65306,shim6,sv_P4
49714,mobility header,email
12230,ospfigp,sv_P5
52251,br-sat-mon,sv_P1
18674,,sv_P3
47851,,sv_P5
57881,skip,sv_P1
11516,iptm,sv_P3
26108,icmp,sv_P5
57235,hmp,sv_P3
59356,argus (deprecated),sv_P5
44556,trunk-1,sv_P2
22404,xnet,sv_P4
4504,smp,sv_P5
64336,hip,sv_P2
57982,micp (deprecated),email
16784,dgp,sv_P2
23548,pvp,sv_P4
42707,st,sv_P4
38098,rsvp,sv_P1
21795,pim,sv_P4
46755,ipv6-route,sv_P5
39890,icmp,sv_P1
20274,leaf-2,sv_P1
54931,tp++,sv_P3
7493,sps,sv_P4
41095,pup,sv_P4
22730,wb-expak,sv_P3
38986,srp,sv_P1
55412,shim6,sv_P3
63631,ethernet,sv_P1
9049,gre,sv_P1
31586,esp,sv_P1
22364,a/n,email
65390,pgm,sv_P1
42728,wb-expak,sv_P1
26816,ipip,sv_P2
49142,stp,sv_P1
31512,trunk-2,sv_P2
13726,br-sat-mon,sv_P1
2201,argus (deprecated),sv_P3
65410,sm (deprecated),sv_P4
59794,pipe,sv_P3
46232,crtp,sv_P4
55723,cpnx,sv_P5
13247,igp,email
64239,nsh,sv_P5
44221,ipip,email
20239,dcn-meas,sv_P1
49900,xtp,sv_P4
47233,ax.25,sv_P4
26781,fire,sv_P5
56751,cbt,sv_P4
44602,udp,sv_P4
30619,wb-expak,sv_P1
60034,ddx,sv_P4
3081,fc,sv_P4
60934,ipv6,email
60263,,email
16368,ipcomp,sv_P4
53949,nvp-ii,sv_P2
35166,smp,sv_P3
34924,ipcv,email
40327,iso-tp4,sv_P2
17281,tlsp,sv_P4
43570,st,email
40,etherip,sv_P3
43039,xtp,email
1463,swipe (deprecated),sv_P4
52682,merit-inp,sv_P5
30364,mfe-nsp,sv_P5
26842,kryptolan,sv_P1
11187,snp,email
60680,ddp,sv_P1
49413,dgp,sv_P3
54335,pgm,email
58520,ipx-in-ip,sv_P3
7368,hip,sv_P4
16393,,sv_P5
18066,scps,sv_P5
25931,skip,sv_P4
50936,tp++,sv_P1
40860,stp,sv_P4
51766,uti,sv_P5
35015,pup,sv_P5
56124,ippc,sv_P3
2000,merit-inp,sv_P5
42819,irtp,sv_P5
6637,,sv_P5
37631,iatp,sv_P2
56057,crudp,sv_P5
48743,crudp,email
23516,udplite,sv_P3
21416,gre,sv_P4
43751,prm,sv_P1
3826,ospfigp,sv_P3
17176,mtp,email
45573,pvp,sv_P3
31479,irtp,sv_P4
54298,ipv6-route,sv_P3
49978,nvp-ii,sv_P4
7647,cftp,sv_P3
38054,ipv6-nonxt,sv_P3
28363,hip,sv_P2
32905,scc-sp,sv_P1
20467,cftp,sv_P4
25244,isis over ipv4,sv_P4
17364,eigrp,email
3562,bna,sv_P4
61757,srp,sv_P5
5,compaq-peer,email
7232,larp,sv_P2
24854,merit-inp,email
11976,br-sat-mon,sv_P1
23249,ipv6-opts,sv_P1
50386,shim6,sv_P1
23603,pgm,sv_P5
18178,pup,sv_P1
28856,ipv6,sv_P3
19661,idpr,email
13293,ipv6-frag,sv_P4
19505,crtp,sv_P4
32452,nvp-ii,sv_P1
43287,idpr,sv_P3
25709,sun-nd,sv_P1
29505,cftp,sv_P4
29243,vines,email
17887,dsr,sv_P2
30123,swipe (deprecated),sv_P5
13795,xtp,email
40855,ipx-in-ip,sv_P5
7470,micp (deprecated),sv_P1
23999,compaq-peer,sv_P3
62130,xtp,sv_P2
35489,ddx,sv_P1
61745,xnet,sv_P5
55818,gmtp,sv_P4
55438,emcon,sv_P1
11472,xns-idp,email
16670,esp,sv_P1
49444,trunk-1,sv_P3
47085,ggp,sv_P3
46451,micp (deprecated),sv_P1
52918,nsh,email
65195,,sv_P5
37552,il,sv_P2
24595,sdrp,sv_P4
61481,wesp,sv_P4
62574,argus (deprecated),email
56757,sprite-rpc,sv_P1
23801,wsn,sv_P4
15223,srp,sv_P4
49385,smp,sv_P1
43518,ipv6-icmp,sv_P1
42564,ipv6-frag,sv_P4
47313,bbn-rcc-mon,sv_P5
32101,argus (deprecated),sv_P4
65109,sctp,sv_P2
22602,ipv6-icmp,sv_P4
5111,isis over ipv4,sv_P3
36163,,sv_P4
12421,sat-mon,sv_P5
50177,etherip,sv_P5
35410,pup,sv_P1
12483,sdrp,sv_P1
24850,hmp,sv_P2
22854,st,sv_P1
33027,isis over ipv4,sv_P1
48096,ipv6-nonxt,sv_P3
21011,i-nlsp,sv_P2
46127,trunk-2,sv_P5
8405,tcp,sv_P5
1501,l2tp,email
20902,3pc,sv_P5
47852,mfe-nsp,email
34954,tcp,sv_P3
48883,encap,sv_P1
54229,i-nlsp,sv_P1
47634,vines,sv_P2
60767,ggp,email
34435,ipcomp,sv_P4
38583,crudp,sv_P2
56913,pnni,sv_P3
39901,ipx-in-ip,sv_P4
57252,ipv6-frag,email
30225,sctp,sv_P2
53518,cftp,sv_P4
59668,sm (deprecated),sv_P5
41746,hip,sv_P5
7594,aris,sv_P1
23205,trunk-2,sv_P4
50601,wb-expak,sv_P3
20358,pgm,sv_P2
27680,vmtp,sv_P5
50356,nsfnet-igp,sv_P4
11166,wb-expak,sv_P4
38720,xns-idp,sv_P1
10039,bbn-rcc-mon,sv_P5
7224,tlsp,email
9073,idpr-cmtp,sv_P4
52388,nsfnet-igp,sv_P1
33369,hmp,sv_P4
52614,scc-sp,sv_P2
17561,l2tp,sv_P5
1248,gmtp,sv_P2
7325,pup,sv_P5
47957,wesp,sv_P1
4196,sat-mon,sv_P2
60846,tlsp,sv_P1
18378,isis over ipv4,sv_P5
1947,a/n,sv_P2
12334,nvp-ii,sv_P5
7032,trunk-2,sv_P4
27258,encap,sv_P3
33973,cpnx,sv_P5
42623,ippc,sv_P2
22894,mpls-in-ip,sv_P5
1534,sps,sv_P1
28307,rdp,sv_P2
6513,dcn-meas,sv_P3
5584,rsvp,sv_P5
59867,fire,sv_P2
25560,uti,sv_P2
52795,a/n,sv_P1
47937,ipv4,sv_P3
62122,shim6,sv_P3
12951,isis over ipv4,sv_P2
354,ospfigp,sv_P1
24836,manet,sv_P5
59808,ospfigp,email
32074,sdrp,sv_P5
13499,,email
40171,manet,sv_P4
34204,wb-mon,sv_P1
25601,stp,sv_P2
58498,hmp,sv_P1
59715,trunk-1,email
17569,wb-mon,sv_P4
22398,tcp,sv_P4
28368,ipv6-icmp,sv_P5
40874,prm,sv_P2
40325,pup,sv_P4
63722,dcn-meas,sv_P4
48078,iptm,sv_P2
45278,pup,sv_P3
53490,skip,sv_P1
21907,nsh,email
44151,ipv6-frag,sv_P4
2741,fc,sv_P2
2669,hmp,sv_P1
47469,nsfnet-igp,email
18421,esp,sv_P3
56481,xnet,sv_P5
11005,encap,sv_P4
54454,hmp,email
47226,prm,sv_P1
61059,ipcomp,sv_P4
29645,xtp,sv_P3
25282,sm (deprecated),sv_P1
35110,ippc,sv_P4
53876,udp,sv_P3
46472,mobility header,sv_P5
43495,iplt,sv_P4
44990,ipcv,sv_P4
8433,il,sv_P3
47381,,sv_P1
2075,udp,sv_P5
14047,ipv6-opts,sv_P1
51604,sm (deprecated),sv_P2
24338,prm,sv_P1
27207,ipv6-nonxt,email
53921,trunk-1,sv_P1
28138,hopopt,sv_P4
30483,rvd,sv_P5
5348,min-ipv4,sv_P1
4928,tcp,sv_P4
24647,udp,sv_P2
65515,,sv_P2
41188,mobility header,sv_P1
52630,i-nlsp,email
36431,sprite-rpc,sv_P1
29141,ggp,sv_P2
15284,ippc,sv_P1
31763,irtp,sv_P1
65281,ipx-in-ip,sv_P5
41511,3pc,sv_P3
64524,i-nlsp,email
54924,fire,email
13861,isis over ipv4,sv_P1
2216,narp,email
16831,,sv_P3
35543,gre,sv_P4
41333,egp,sv_P4
12065,idpr-cmtp,sv_P2
39327,trunk-1,sv_P3
55231,nvp-ii,sv_P1
16143,merit-inp,sv_P4
45030,idrp,sv_P2
22371,scps,sv_P2
61060,ipip,email
11644,ippc,sv_P3
56785,fc,sv_P4
47161,pim,sv_P3
26264,idpr-cmtp,sv_P4
42983,compaq-peer,sv_P4
5105,ipcv,sv_P3
4931,mpls-in-ip,email
52426,mux,sv_P4
51196,emcon,sv_P5
57684,xns-idp,sv_P1
40034,prm,sv_P3
5971,il,sv_P4
56115,vrrp,sv_P4
5077,dcn-meas,sv_P4
40947,bna,sv_P5
19249,idpr,email
46931,snp,email
22694,kryptolan,sv_P5
20464,encap,sv_P4
758,sdrp,sv_P1
56212,scc-sp,sv_P5
21280,ipv6-opts,sv_P3
48205,ifmp,sv_P2
63501,isis over ipv4,sv_P1
38831,udplite,email
7948,sat-expak,sv_P2
41215,ipv6-nonxt,sv_P5
51493,iatp,sv_P1
64729,mux,sv_P2
8216,cphb,sv_P4
46900,narp,sv_P2
38254,cftp,sv_P3
35722,idpr-cmtp,sv_P4
33727,ipip,sv_P1
8294,prm,email
42277,idpr,email
23354,trunk-2,sv_P5
52003,mux,email
7492,iatp,sv_P5
54311,uti,sv_P2
3992,snp,sv_P1
43787,iso-ip,sv_P2
59938,ipcv,sv_P4
53148,st,sv_P5
27867,iplt,sv_P5
54761,a/n,sv_P3
3066,,sv_P4
48590,cftp,sv_P5
17222,nsh,sv_P2
10222,udplite,sv_P5
57896,kryptolan,sv_P1
58031,tcp,sv_P4
8005,crudp,sv_P2
47712,wb-expak,sv_P5
51040,hopopt,email
60583,,sv_P2
5108,dsr,sv_P5
54769,iptm,sv_P2
56754,ippc,sv_P1
53629,,sv_P1
49733,pnni,email
37844,visa,sv_P4
16799,cpnx,sv_P3
38008,stp,email
49103,trunk-2,sv_P1
11343,ippc,sv_P3
12473,egp,sv_P2
19769,dgp,sv_P3
19577,sat-mon,sv_P2
1913,udplite,sv_P5
9541,iso-tp4,sv_P5
47005,xnet,sv_P5
62833,st,sv_P2
52939,compaq-peer,sv_P1
40592,ipx-in-ip,sv_P4
29609,sscopmce,sv_P2
13830,sun-nd,sv_P4
2874,vines,sv_P5
7534,xnet,sv_P3
55473,icmp,email
20651,cftp,sv_P1
28023,rvd,sv_P1
18447,3pc,email
10383,tcf,sv_P3
20769,ospfigp,sv_P4
55167,pipe,sv_P5
34898,narp,sv_P5
64365,,sv_P4
62039,hopopt,sv_P5
35931,udp,email
9858,tcp,sv_P3
60040,pnni,sv_P3
1486,sscopmce,sv_P4
56101,sctp,email
62186,wesp,sv_P4
59940,compaq-peer,sv_P5
56717,igmp,sv_P3
20924,pup,email
18340,dcn-meas,sv_P3
13809,micp (deprecated),sv_P2
27457,rdp,sv_P1
34454,iso-tp4,sv_P4
38569,narp,sv_P5
30271,,sv_P2
31863,igp,sv_P2
564,visa,sv_P1
5823,tp++,email
60594,l2tp,email
59033,manet,sv_P2
20594,xtp,sv_P5
25210,larp,sv_P5
32131,ax.25,sv_P1
58905,mtp,sv_P5
9604,smp,sv_P4
12501,,sv_P4
57986,a/n,email
9582,sps,sv_P3
18183,mfe-nsp,sv_P5
20892,sat-mon,sv_P3
49571,iso-ip,sv_P2
15390,vrrp,email
41369,nvp-ii,sv_P1
12794,,sv_P5
46836,igp,sv_P4
4863,sun-nd,sv_P5
17723,rdp,sv_P5
54975,ddp,sv_P4
9431,,sv_P4
54368,aris,email
7112,wb-expak,sv_P3
56348,aggfrag,sv_P5
29662,nvp-ii,sv_P2
41108,st,sv_P5
22017,secure-vmtp,sv_P3
31548,rsvp,sv_P1
2554,ipv6-route,sv_P5
51221,iplt,sv_P2
60181,iatp,email
24433,pvp,sv_P1
28972,crtp,sv_P4
9983,rsvp-e2e-ignore,sv_P5
11473,nsh,sv_P4
39903,secure-vmtp,sv_P5
45486,ipv6,sv_P3
40146,tcp,sv_P5
7328,mpls-in-ip,sv_P2
65174,bbn-rcc-mon,email
31085,hmp,email
63536,igp,email
52153,wesp,sv_P2
52767,,sv_P1
37278,pgm,sv_P2
21325,iso-ip,email
40231,mfe-nsp,sv_P3
2477,aris,sv_P5
38647,xtp,sv_P3
39890,wb-mon,sv_P4
58311,ospfigp,email
5841,merit-inp,sv_P1
10692,scps,sv_P3
48416,ax.25,email
5629,compaq-peer,sv_P2
65181,kryptolan,sv_P5
62712,crudp,sv_P4
26149,pgm,sv_P2
48631,cphb,sv_P2
33452,idpr-cmtp,email
62478,uti,sv_P3
31402,tcf,email
55045,secure-vmtp,sv_P3
